flow_id,service_name,endpoint,router_file,router_fn,service_file,service_fn,db_access_pattern,query_source,main_tables_or_registry_keys,response_shape,confidence,source_refs
BE-085,crm-engine,PUT /api/v1/crm/service-mapping/{productid},services/crm-engine/app/routers/service_mapping.py:38,upsert_mapping,shared/sales_service.py,upsert_service_mapping_override,webui_db,db/queries/service_mapping.py,gui_service_mapping_override,"dict{status,productid}",high,routers/service_mapping.py
BE-086,crm-engine,DELETE /api/v1/crm/service-mapping/{productid}/override,services/crm-engine/app/routers/service_mapping.py:57,delete_override,shared/sales_service.py,delete_service_mapping_override,webui_db,db/queries/service_mapping.py,gui_service_mapping_override,"dict{status,productid,rows_deleted}",high,routers/service_mapping.py
BE-087,crm-engine,POST /api/v1/admin/cache/refresh,services/crm-engine/app/routers/admin_cache.py:16,refresh_cache,shared/sellable/sellable_service.py,snapshot_all,Redis(db=2)+datalake,recursive compute,all gui_panel_* + redis keys,"dict{status,metrics_emitted,cache}",high,routers/admin_cache.py
BE-088,query-api,GET /api/v1/queries/{query_key},services/query-api/app/routers/queries.py:15,run_registered_query,services/query-api/app/services/query_service.py:64,execute_registered_query,bulutlake_postgres,registry: db/queries/registry.py -> nutanix/vmware/ibm/energy/customer fetchers,"nutanix_cluster_metrics, datacenter_metrics, ibm_server_general, ibm_lpar_general, ibm_vios_general, vmhost_metrics, raw_energy_metrics","QueryResult{result_type,value,columns,data,error}",high,routers/queries.py
BE-089,query-api,GET /health,services/query-api/app/main.py,health,main.py,health,pg_pool,inline,N/A,dict,medium,main.py
BE-090,admin-api,GET /api/v1/users,services/admin-api/app/routers/users.py:38,list_users,users.py,list_users,auth_db_postgres,inline SQL,"users, user_roles, roles",list[UserOut],high,routers/users.py
BE-091,admin-api,POST /api/v1/users,services/admin-api/app/routers/users.py:54,create_user,users.py,create_user,auth_db_postgres,inline SQL,"users, user_roles","dict{id,username}",high,routers/users.py
BE-092,admin-api,PUT /api/v1/users/{user_id}/roles,services/admin-api/app/routers/users.py:83,set_user_roles,users.py,set_user_roles,auth_db_postgres,inline SQL,user_roles,dict,high,routers/users.py
BE-093,admin-api,PUT /api/v1/users/{user_id}/active,services/admin-api/app/routers/users.py:94,set_user_active,users.py,set_user_active,auth_db_postgres,inline SQL,users,dict,high,routers/users.py
BE-094,admin-api,POST /api/v1/users/import-ldap,services/admin-api/app/routers/users.py:136,import_ldap_users,users.py,import_ldap_users,composite(ldap+pg),inline,"users, user_roles, team_members","dict{ok,user_ids,count}",high,routers/users.py
BE-095,admin-api,PUT /api/v1/users/{user_id},services/admin-api/app/routers/users.py:172,update_user,users.py,update_user,auth_db_postgres,inline SQL,users,dict,high,routers/users.py
BE-096,admin-api,PUT /api/v1/users/{user_id}/teams,services/admin-api/app/routers/users.py:190,set_user_teams,users.py,set_user_teams,auth_db_postgres,inline SQL,team_members,dict,high,routers/users.py
BE-097,admin-api,GET /api/v1/users/{user_id},services/admin-api/app/routers/users.py:204,get_user_detail,users.py,get_user_detail,auth_db_postgres,inline SQL,"users, user_roles, team_members, roles",UserDetailOut,high,routers/users.py
BE-098,admin-api,GET /api/v1/roles,services/admin-api/app/routers/roles.py:17,list_roles,roles.py,list_roles,auth_db_postgres,inline SQL,roles,list[RoleOut],high,routers/roles.py
BE-099,admin-api,PUT /api/v1/roles/{role_id},services/admin-api/app/routers/roles.py:23,update_role,roles.py,update_role,auth_db_postgres,inline SQL,roles,dict,high,routers/roles.py
BE-100,admin-api,DELETE /api/v1/roles/{role_id},services/admin-api/app/routers/roles.py:47,delete_role,roles.py,delete_role,auth_db_postgres,inline SQL,roles,dict,high,routers/roles.py
BE-101,admin-api,GET /api/v1/roles/{role_id}/permissions,services/admin-api/app/routers/roles.py:63,get_role_permissions,roles.py,get_role_permissions,auth_db_postgres,inline SQL,role_permissions,list[RolePermissionRow],high,routers/roles.py
BE-102,admin-api,POST /api/v1/roles/{role_id}/matrix,services/admin-api/app/routers/roles.py:72,set_role_matrix,roles.py,set_role_matrix,auth_db_postgres,inline SQL,role_permissions,"dict{ok,rows}",high,routers/roles.py
BE-103,admin-api,GET /api/v1/permissions,services/admin-api/app/routers/permissions.py:17,list_permissions,permissions.py,list_permissions,auth_db_postgres,inline SQL,permissions,list[PermissionOut],high,routers/permissions.py
BE-104,admin-api,POST /api/v1/permissions,services/admin-api/app/routers/permissions.py:27,add_permission,permissions.py,add_permission,auth_db_postgres,inline SQL,permissions,"dict{ok,code}",high,routers/permissions.py
BE-105,admin-api,GET /api/v1/teams,services/admin-api/app/routers/teams.py:103,list_teams,teams.py,list_teams,auth_db_postgres,inline SQL,"teams, team_members, users, team_roles, roles",list[TeamOut],high,routers/teams.py
BE-106,admin-api,POST /api/v1/teams,services/admin-api/app/routers/teams.py:110,create_team,teams.py,create_team,auth_db_postgres,inline SQL,"teams, team_roles","dict{ok,name,id}",high,routers/teams.py
BE-107,admin-api,PUT /api/v1/teams/{team_id},services/admin-api/app/routers/teams.py:151,update_team,teams.py,update_team,auth_db_postgres,inline SQL,"teams, team_roles",dict,high,routers/teams.py
BE-108,admin-api,GET /api/v1/teams/{team_id}/members,services/admin-api/app/routers/teams.py:192,list_team_members,teams.py,list_team_members,auth_db_postgres,inline SQL,"team_members, users",list[TeamMemberOut],high,routers/teams.py
BE-109,admin-api,POST /api/v1/teams/{team_id}/members,services/admin-api/app/routers/teams.py:210,add_team_members,teams.py,add_team_members,auth_db_postgres,inline SQL,team_members,dict,high,routers/teams.py
BE-110,admin-api,DELETE /api/v1/teams/{team_id}/members/{user_id},services/admin-api/app/routers/teams.py:225,remove_team_member,teams.py,remove_team_member,auth_db_postgres,inline SQL,team_members,dict,high,routers/teams.py
BE-111,admin-api,GET /api/v1/ldap/search,services/admin-api/app/routers/ldap.py:41,ldap_search_users,ldap.py,ldap_search_users,ldap_external,LDAP query,ldap_config,list[LdapSearchResultUser],high,routers/ldap.py
BE-112,admin-api,GET /api/v1/ldap,services/admin-api/app/routers/ldap.py:66,list_ldap_configs,ldap.py,list_ldap_configs,auth_db_postgres,inline SQL,ldap_config,list[LdapConfigOut],high,routers/ldap.py
BE-113,admin-api,POST /api/v1/ldap/test,services/admin-api/app/routers/ldap.py:75,ldap_test_connection,ldap.py,ldap_test_connection,composite(ldap+pg),inline,ldap_config,"dict{ok,bind,search_count,message}",high,routers/ldap.py
BE-114,admin-api,POST /api/v1/ldap,services/admin-api/app/routers/ldap.py:111,upsert_ldap_config,ldap.py,upsert_ldap_config,auth_db_postgres,inline SQL,ldap_config,"dict{ok,id}",high,routers/ldap.py
BE-115,admin-api,GET /api/v1/ldap/{ldap_id}/mappings,services/admin-api/app/routers/ldap.py:160,list_ldap_mappings,ldap.py,list_ldap_mappings,auth_db_postgres,inline SQL,"ldap_group_role_mapping, roles",list[LdapGroupMappingOut],high,routers/ldap.py
BE-116,admin-api,POST /api/v1/ldap/{ldap_id}/mappings,services/admin-api/app/routers/ldap.py:175,add_ldap_mapping,ldap.py,add_ldap_mapping,auth_db_postgres,inline SQL,ldap_group_role_mapping,dict,high,routers/ldap.py
BE-117,admin-api,DELETE /api/v1/ldap/mappings/{mapping_id},services/admin-api/app/routers/ldap.py:193,delete_ldap_mapping,ldap.py,delete_ldap_mapping,auth_db_postgres,inline SQL,ldap_group_role_mapping,dict,high,routers/ldap.py
BE-118,admin-api,GET /api/v1/audit,services/admin-api/app/routers/audit.py:13,list_audit,audit.py,list_audit,auth_db_postgres,inline SQL,"audit_log, users",list[AuditRow],high,routers/audit.py
BE-119,admin-api,GET /health,services/admin-api/app/main.py:65,health,main.py,health,auth_db_postgres,inline,N/A,"dict{status,db}",high,main.py
BE-120,admin-api,GET /ready,services/admin-api/app/main.py:75,ready,main.py,ready,none,inline,N/A,dict{status},high,main.py
BE-121,auranotify (external),GET /api/sla/datacenter-services,external (10.34.8.154:5001),N/A,src/services/auranotify_client.py:37,get_dc_services_availability,external_http,external,N/A,list[dict{group_name/...}],high,src/services/auranotify_client.py:37
BE-122,auranotify (external),GET /api/customers/list,external,N/A,src/services/auranotify_client.py:93,get_customer_list_aura,external_http,external,N/A,list[dict{id/name}],high,src/services/auranotify_client.py:93
BE-123,auranotify (external),GET /api/customers/{id}/downtimes,external,N/A,src/services/auranotify_client.py:108,get_customer_downtimes,external_http,external,N/A,dict{datacenter_downtimes},high,src/services/auranotify_client.py:108
BE-124,flask auth,POST /auth/login,src/auth/routes.py,login_post,src/auth/routes.py,login,auth_db (sqlite/pg via auth.api_jwt),inline,users + sessions,redirect + cookie,medium,src/auth/routes.py - assumption (not directly read but referenced from app.py:80)
BE-125,flask auth,GET /auth/logout,src/auth/routes.py,logout,src/auth/routes.py,logout,N/A,N/A,N/A,redirect,medium,src/auth/routes.py - assumption
